p1,p2,
crack,rock,
SENTENCE,PHRASE,REFERENCE
"When water freezes it becomes 10% bigger, or takes up 10% more space.",water,
"When water freezes it becomes 10% bigger, or takes up 10% more space.",when water freezes,
"When water freezes it becomes 10% bigger, or takes up 10% more space.",it,
"When water freezes it becomes 10% bigger, or takes up 10% more space.",10 % bigger,
"When water freezes it becomes 10% bigger, or takes up 10% more space.",water,
"When water freezes it becomes 10% bigger, or takes up 10% more space.",10 % more space,
"As water expands it puts great pressure on the walls of anything containing it, including any rocks which happen to be surrounding it.",water,
"As water expands it puts great pressure on the walls of anything containing it, including any rocks which happen to be surrounding it.",water,
"As water expands it puts great pressure on the walls of anything containing it, including any rocks which happen to be surrounding it.",great pressure,
"As water expands it puts great pressure on the walls of anything containing it, including any rocks which happen to be surrounding it.",on the walls of anything containing it,
"As water expands it puts great pressure on the walls of anything containing it, including any rocks which happen to be surrounding it.",anything,
"As water expands it puts great pressure on the walls of anything containing it, including any rocks which happen to be surrounding it.",it,
"As water expands it puts great pressure on the walls of anything containing it, including any rocks which happen to be surrounding it.",any rocks which happen to be surrounding it,p2
"As water expands it puts great pressure on the walls of anything containing it, including any rocks which happen to be surrounding it.",any rocks,p2
"As water expands it puts great pressure on the walls of anything containing it, including any rocks which happen to be surrounding it.",to be surrounding it,
"As water expands it puts great pressure on the walls of anything containing it, including any rocks which happen to be surrounding it.",any rocks,p2
"As water expands it puts great pressure on the walls of anything containing it, including any rocks which happen to be surrounding it.",it,
"The force of the pressure exerted on the rock surrounding it is enough to wedge the walls of the crack farther apart, thus expanding and deepening the crack.",the force of the pressure,
"The force of the pressure exerted on the rock surrounding it is enough to wedge the walls of the crack farther apart, thus expanding and deepening the crack.",on the rock,p2
"The force of the pressure exerted on the rock surrounding it is enough to wedge the walls of the crack farther apart, thus expanding and deepening the crack.",the rock,p2
"The force of the pressure exerted on the rock surrounding it is enough to wedge the walls of the crack farther apart, thus expanding and deepening the crack.",the rock,p2
"The force of the pressure exerted on the rock surrounding it is enough to wedge the walls of the crack farther apart, thus expanding and deepening the crack.",it,
"The force of the pressure exerted on the rock surrounding it is enough to wedge the walls of the crack farther apart, thus expanding and deepening the crack.",the force of the pressure exerted on the rock surrounding it,p2
"The force of the pressure exerted on the rock surrounding it is enough to wedge the walls of the crack farther apart, thus expanding and deepening the crack.",enough to wedge the walls of the crack farther apart,p1
"The force of the pressure exerted on the rock surrounding it is enough to wedge the walls of the crack farther apart, thus expanding and deepening the crack.",the force of the pressure exerted on the rock surrounding it,p2
"The force of the pressure exerted on the rock surrounding it is enough to wedge the walls of the crack farther apart, thus expanding and deepening the crack.",the walls of the crack,p1
"The force of the pressure exerted on the rock surrounding it is enough to wedge the walls of the crack farther apart, thus expanding and deepening the crack.",farther apart,
"The force of the pressure exerted on the rock surrounding it is enough to wedge the walls of the crack farther apart, thus expanding and deepening the crack.",the crack,p1
"The force of the pressure exerted on the rock surrounding it is enough to wedge the walls of the crack farther apart, thus expanding and deepening the crack.",the crack,p1
Clay expends when wet like ice does.,clay,
Clay expends when wet like ice does.,when wet like ice does,
Clay expends when wet like ice does.,ice,
This causes rock to break apart.,this,
This causes rock to break apart.,rock to break apart,p2
This causes rock to break apart.,break apart,
This causes rock to break apart.,rock,p2
This causes rock to break apart.,apart,
Some plants like mosses and lichens are capable of growing without soil on bare rock.,some plants like mosses and lichens,
Some plants like mosses and lichens are capable of growing without soil on bare rock.,capable of growing without soil on bare rock,p2
Some plants like mosses and lichens are capable of growing without soil on bare rock.,some plants like mosses and lichens,
Some plants like mosses and lichens are capable of growing without soil on bare rock.,without soil on bare rock,p2
Some plants like mosses and lichens are capable of growing without soil on bare rock.,on bare rock,p2
When they do this their roots penetrate pores and crevices and cause rocks to split apart as the roots force their way down through the rocks.,they,
When they do this their roots penetrate pores and crevices and cause rocks to split apart as the roots force their way down through the rocks.,this,
When they do this their roots penetrate pores and crevices and cause rocks to split apart as the roots force their way down through the rocks.,when they do this,
When they do this their roots penetrate pores and crevices and cause rocks to split apart as the roots force their way down through the rocks.,their roots,
When they do this their roots penetrate pores and crevices and cause rocks to split apart as the roots force their way down through the rocks.,pores and crevices,
When they do this their roots penetrate pores and crevices and cause rocks to split apart as the roots force their way down through the rocks.,their roots,
When they do this their roots penetrate pores and crevices and cause rocks to split apart as the roots force their way down through the rocks.,as the roots force their way down through the rocks,p2
When they do this their roots penetrate pores and crevices and cause rocks to split apart as the roots force their way down through the rocks.,their roots,
When they do this their roots penetrate pores and crevices and cause rocks to split apart as the roots force their way down through the rocks.,rocks to split apart,p2
When they do this their roots penetrate pores and crevices and cause rocks to split apart as the roots force their way down through the rocks.,rocks,p2
When they do this their roots penetrate pores and crevices and cause rocks to split apart as the roots force their way down through the rocks.,apart,
When they do this their roots penetrate pores and crevices and cause rocks to split apart as the roots force their way down through the rocks.,as the roots force their way down through the rocks,p2
When they do this their roots penetrate pores and crevices and cause rocks to split apart as the roots force their way down through the rocks.,the roots,
When they do this their roots penetrate pores and crevices and cause rocks to split apart as the roots force their way down through the rocks.,their way down,
When they do this their roots penetrate pores and crevices and cause rocks to split apart as the roots force their way down through the rocks.,through the rocks,p2
