p1,p2,p3
air,oxygen,carbon dioxide
SENTENCE,PHRASE,REFERENCE
Air is taken through the mouth.,air,p1
Air is taken through the mouth.,through the mouth,
Air is taken through the mouth.,the mouth,
Enters the lungs.,the lungs,
The oxygen fills the sacs in your lungs.,the oxygen,p2
The oxygen fills the sacs in your lungs.,the sacs,
The oxygen fills the sacs in your lungs.,in your lungs,
Carbon dioxide is removed from the lungs and exhaled.,carbon dioxide,p3
Carbon dioxide is removed from the lungs and exhaled.,from the lungs,
Carbon dioxide is removed from the lungs and exhaled.,the lungs,
Carbon dioxide is removed from the lungs and exhaled.,carbon dioxide,p3
The oxygen is pass throughout your body.,the oxygen,p2
The oxygen is pass throughout your body.,pass,
The oxygen is pass throughout your body.,throughout your body,
