p1,p2,
air,oxygen,
SENTENCE,PHRASE,REFERENCE
The diaphragm contracts.,the diaphragm,
The diaphragm contracts.,diaphragm,
The lungs expand.,the lungs,
"Air is pulled from outside the body, into the lungs.",air,p1
"Air is pulled from outside the body, into the lungs.",from outside the body,
"Air is pulled from outside the body, into the lungs.",outside the body,
The membranes in the lungs collect oxygen molecules.,the membranes in the lungs,
The membranes in the lungs collect oxygen molecules.,in the lungs,
The membranes in the lungs collect oxygen molecules.,oxygen molecules,p2
Oxygen is transferred to red blood cells.,oxygen,p2
Oxygen is transferred to red blood cells.,to red blood cells,
Oxygen is transferred to red blood cells.,red blood cells,
Red blood cells distribute oxygen throughout the body.,red blood cells,
Red blood cells distribute oxygen throughout the body.,oxygen,p2
Red blood cells distribute oxygen throughout the body.,throughout the body,
