p1,p2,p3
solar radiation,heat,greenhouse gases
SENTENCE,PHRASE,REFERENCE
Solar radiation reaches Earth's atmosphere.,solar radiation,p1
Solar radiation reaches Earth's atmosphere.,earth 's atmosphere,
Some is reflected back into space.,some,
Some is reflected back into space.,back into space,
"The rest of the energy is absorbed by land and oceans, heating the Earth.",the rest of the energy,
"The rest of the energy is absorbed by land and oceans, heating the Earth.",energy,
"The rest of the energy is absorbed by land and oceans, heating the Earth.",by land and oceans,
"The rest of the energy is absorbed by land and oceans, heating the Earth.",land and oceans,
"The rest of the energy is absorbed by land and oceans, heating the Earth.",the rest of the energy,
"The rest of the energy is absorbed by land and oceans, heating the Earth.",energy,
"The rest of the energy is absorbed by land and oceans, heating the Earth.",the earth,
Heat radiates from Earth to space.,heat,p2
Heat radiates from Earth to space.,from earth,
Heat radiates from Earth to space.,earth,
Heat radiates from Earth to space.,to space,
Some of this heat is trapped by greenhouse gases in the atmosphere.,some of this heat,p2
Some of this heat is trapped by greenhouse gases in the atmosphere.,heat,p2
Some of this heat is trapped by greenhouse gases in the atmosphere.,by greenhouse gases,p3
Some of this heat is trapped by greenhouse gases in the atmosphere.,greenhouse gases,p3
Some of this heat is trapped by greenhouse gases in the atmosphere.,in the atmosphere,
Human activities such as burning fuel are increasing the amount of greenhouses gases.,fuel,
Human activities such as burning fuel are increasing the amount of greenhouses gases.,human activities such as burning fuel,
Human activities such as burning fuel are increasing the amount of greenhouses gases.,the amount of greenhouses gases,p3
This causes more heat radiation to stay trapped in our atmosphere.,this,
This causes more heat radiation to stay trapped in our atmosphere.,more heat radiation to stay trapped in our atmosphere,
This causes more heat radiation to stay trapped in our atmosphere.,heat radiation,
This causes more heat radiation to stay trapped in our atmosphere.,trapped,
This causes more heat radiation to stay trapped in our atmosphere.,in our atmosphere,
This causes more heat radiation to stay trapped in our atmosphere.,more heat radiation,
This causes more heat radiation to stay trapped in our atmosphere.,in our atmosphere,
The Earth's temperature rises.,the earth 's temperature,
