p1,p2,p3,p4,p5
carbon dioxide,methane,water,water vapor,greenhouse gases
SENTENCE,PHRASE,REFERENCE,,
People breathe and expel carbon dioxide.,people,,,
People breathe and expel carbon dioxide.,carbon dioxide,p1,,
People breathe and expel carbon dioxide.,people,,,
People breathe and expel carbon dioxide.,carbon dioxide,p1,,
Engines produce carbon dioxide.,engines,,,
Engines produce carbon dioxide.,carbon dioxide,p1,,
Living things produce waste.,things,,,
Living things produce waste.,living things,,,
Living things produce waste.,waste,,,
Waste decomposes.,waste,,,
Decomposition produces methane.,decomposition,,,
Decomposition produces methane.,methane,p2,,
Water evaporates.,water,p3,,
Water vapor joins the atmosphere.,water vapor,p4,,
Water vapor joins the atmosphere.,the atmosphere,,,
"Carbon dioxide, water vapor and methane are greenhouse gases.","carbon dioxide , water vapor and methane","p1,p2,p4",,
"Carbon dioxide, water vapor and methane are greenhouse gases.",greenhouse gases,p5,,
