p1,p2,p3,p4
ozone layer,acid rain,forests,fish
SENTENCE,PHRASE,REFERENCE,
One type of air pollution is the addition of carbon dioxide gas into the air.,one type of air pollution,,
One type of air pollution is the addition of carbon dioxide gas into the air.,the addition of carbon dioxide gas into the air,,
Some scientists believe that releasing too much carbon dioxide into the atmosphere is one of the causes of global warming.,some scientists,,
Some scientists believe that releasing too much carbon dioxide into the atmosphere is one of the causes of global warming.,that releasing too much carbon dioxide into the atmosphere is one of the causes of global warming,,
Some scientists believe that releasing too much carbon dioxide into the atmosphere is one of the causes of global warming.,too much carbon dioxide,,
Some scientists believe that releasing too much carbon dioxide into the atmosphere is one of the causes of global warming.,into the atmosphere,,
Some scientists believe that releasing too much carbon dioxide into the atmosphere is one of the causes of global warming.,the atmosphere,,
Some scientists believe that releasing too much carbon dioxide into the atmosphere is one of the causes of global warming.,releasing too much carbon dioxide into the atmosphere,,
Some scientists believe that releasing too much carbon dioxide into the atmosphere is one of the causes of global warming.,one of the causes of global warming,,
This upsets the balance of the carbon cycle.,this,,
This upsets the balance of the carbon cycle.,the balance of the carbon cycle,,
The ozone layer helps protect us from harmful rays from the sun.,the ozone layer,p1,
The ozone layer helps protect us from harmful rays from the sun.,protect us from harmful rays from the sun,,
The ozone layer helps protect us from harmful rays from the sun.,the ozone layer,p1,
The ozone layer helps protect us from harmful rays from the sun.,us,,
The ozone layer helps protect us from harmful rays from the sun.,harmful rays from the sun,,
It is getting damaged from air pollution such as methane gas from livestock and CFCs from spray cans.,it,,
It is getting damaged from air pollution such as methane gas from livestock and CFCs from spray cans.,damaged from air pollution,,
It is getting damaged from air pollution such as methane gas from livestock and CFCs from spray cans.,it,,
It is getting damaged from air pollution such as methane gas from livestock and CFCs from spray cans.,air pollution such as methane gas from livestock and cfcs from spray cans,,
Acid rain is created when gasses such as sulfur dioxide get high into the atmosphere.,acid rain,p2,
Acid rain is created when gasses such as sulfur dioxide get high into the atmosphere.,when gasses such as sulfur dioxide get high into the atmosphere,,
Acid rain is created when gasses such as sulfur dioxide get high into the atmosphere.,gasses such as sulfur dioxide,,
Acid rain is created when gasses such as sulfur dioxide get high into the atmosphere.,high into the atmosphere,,
The wind can blow these gasses for miles and then they get washed out of the air when it rains.,the wind,,
The wind can blow these gasses for miles and then they get washed out of the air when it rains.,these gasses,,
The wind can blow these gasses for miles and then they get washed out of the air when it rains.,for miles,,
The wind can blow these gasses for miles and then they get washed out of the air when it rains.,the wind,,
The wind can blow these gasses for miles and then they get washed out of the air when it rains.,out of the air,,
The wind can blow these gasses for miles and then they get washed out of the air when it rains.,the air,,
The wind can blow these gasses for miles and then they get washed out of the air when it rains.,when it rains,,
This rain is called acid rain and can damage forests and kill fish.,this rain,p2,
This rain is called acid rain and can damage forests and kill fish.,acid rain,p2,
This rain is called acid rain and can damage forests and kill fish.,this rain,p2,
This rain is called acid rain and can damage forests and kill fish.,forests,p3,
This rain is called acid rain and can damage forests and kill fish.,this rain,p2,
This rain is called acid rain and can damage forests and kill fish.,fish,p4,
