p1,p2,p3,p4
sunlight,electrictiy,solar panel,electric field
SENTENCE,PHRASE,REFERENCE,
"Solar panels actually comprise many, smaller units called photovoltaic cells.",solar panels,p3,
"Solar panels actually comprise many, smaller units called photovoltaic cells.","many , smaller units called photovoltaic cells",,
"Solar panels actually comprise many, smaller units called photovoltaic cells.","many , smaller units",,
"Solar panels actually comprise many, smaller units called photovoltaic cells.",photovoltaic cells,,
A couple of other components of the cell turn these electrons into usable power.,a couple of other components of the cell,,
A couple of other components of the cell turn these electrons into usable power.,these electrons,,
A couple of other components of the cell turn these electrons into usable power.,into usable power,,
A couple of other components of the cell turn these electrons into usable power.,usable power,,
A couple of other components of the cell turn these electrons into usable power.,these electrons,,
Photovoltaic simply means they convert sunlight into electricity.).,photovoltaic,,
Photovoltaic simply means they convert sunlight into electricity.).,simply,,
Photovoltaic simply means they convert sunlight into electricity.).,they convert sunlight into electricity,"p1,p2",
Photovoltaic simply means they convert sunlight into electricity.).,photovoltaic,,
Photovoltaic simply means they convert sunlight into electricity.).,sunlight,p1,
Photovoltaic simply means they convert sunlight into electricity.).,into electricity,p2,
Photovoltaic simply means they convert sunlight into electricity.).,electricity,p2,
Many cells linked together make up a solar panel.,many cells,,
Many cells linked together make up a solar panel.,together,,
Many cells linked together make up a solar panel.,many cells linked together,,
Many cells linked together make up a solar panel.,a solar panel,p3,
"Each photovoltaic cell is basically a sandwich made up of two slices of semi-conducting material, usually silicon : .",each photovoltaic cell,,
"Each photovoltaic cell is basically a sandwich made up of two slices of semi-conducting material, usually silicon : .",two slices of semi-conducting material,,
"Manufacturers ""dope"" silicon with other materials, giving each slice of the sandwich a positive or negative electrical charge.",manufacturers,,
"Manufacturers ""dope"" silicon with other materials, giving each slice of the sandwich a positive or negative electrical charge.",silicon,,
"Manufacturers ""dope"" silicon with other materials, giving each slice of the sandwich a positive or negative electrical charge.",with other materials,,
"Manufacturers ""dope"" silicon with other materials, giving each slice of the sandwich a positive or negative electrical charge.",other materials,,
"Manufacturers ""dope"" silicon with other materials, giving each slice of the sandwich a positive or negative electrical charge.",manufacturers,,
"Manufacturers ""dope"" silicon with other materials, giving each slice of the sandwich a positive or negative electrical charge.",each slice of the sandwich,,
"Manufacturers ""dope"" silicon with other materials, giving each slice of the sandwich a positive or negative electrical charge.",a positive or negative electrical charge,,
"This adds extra electrons, with a negative charge, to that layer.",this,,
"This adds extra electrons, with a negative charge, to that layer.",extra electrons,,
"This adds extra electrons, with a negative charge, to that layer.",to that layer,,
"This adds extra electrons, with a negative charge, to that layer.",that layer,,
"Meanwhile, the bottom layer gets a dose of boron, which results in fewer electrons, or a positive charge.",the bottom layer,,
"Meanwhile, the bottom layer gets a dose of boron, which results in fewer electrons, or a positive charge.",a dose of boron,,
"Meanwhile, the bottom layer gets a dose of boron, which results in fewer electrons, or a positive charge.",the bottom layer gets a dose of boron,,
"Meanwhile, the bottom layer gets a dose of boron, which results in fewer electrons, or a positive charge.","fewer electrons , or a positive charge",,
This all adds up to an electric field at the junction between the silicon layers.,this,,
This all adds up to an electric field at the junction between the silicon layers.,an electric field,p4,
This all adds up to an electric field at the junction between the silicon layers.,at the junction between the silicon layers,,
"When a photon of sunlight knocks an electron free, the electric field will push that electron out of the silicon junction.",a photon of sunlight,p1,
"When a photon of sunlight knocks an electron free, the electric field will push that electron out of the silicon junction.",an electron,,
"When a photon of sunlight knocks an electron free, the electric field will push that electron out of the silicon junction.",free,,
"When a photon of sunlight knocks an electron free, the electric field will push that electron out of the silicon junction.",when a photon of sunlight knocks an electron free,p1,
"When a photon of sunlight knocks an electron free, the electric field will push that electron out of the silicon junction.",the electric field,p4,
"When a photon of sunlight knocks an electron free, the electric field will push that electron out of the silicon junction.",that electron,,
"When a photon of sunlight knocks an electron free, the electric field will push that electron out of the silicon junction.",out of the silicon junction,,
"When a photon of sunlight knocks an electron free, the electric field will push that electron out of the silicon junction.",the silicon junction,,
