p1,p2,p3,p4
vegetable seeds,sprouts,vegetables,plants
SENTENCE,PHRASE,REFERENCE,
You plant vegetable seeds in the ground.,you,,
You plant vegetable seeds in the ground.,vegetable seeds,p1,
You plant vegetable seeds in the ground.,in the ground,,
You water the seeds.,you,,
You water the seeds.,the seeds,,
You wait for the seeds to sprout.,you,,
You wait for the seeds to sprout.,the seeds to sprout,p2,
You wait for the seeds to sprout.,the seeds,,
You keep the area free of pests and weeds while the plants grow.,you,,
You keep the area free of pests and weeds while the plants grow.,the area free of pests and weeds,,
You keep the area free of pests and weeds while the plants grow.,while the plants grow,p4,
You keep the area free of pests and weeds while the plants grow.,the plants,p4,
You thin out the plants as they get bigger to give them space to grow.,the plants,p4,
You thin out the plants as they get bigger to give them space to grow.,bigger,,
You thin out the plants as they get bigger to give them space to grow.,to give them space to grow,,
You thin out the plants as they get bigger to give them space to grow.,the plants,p4,
You thin out the plants as they get bigger to give them space to grow.,them,,
You thin out the plants as they get bigger to give them space to grow.,space to grow,,
You thin out the plants as they get bigger to give them space to grow.,the plants,p4,
You remove the vegetables from the plants when they are ripe.,you,,
You remove the vegetables from the plants when they are ripe.,the vegetables,p3,
You remove the vegetables from the plants when they are ripe.,from the plants,p4,
You remove the vegetables from the plants when they are ripe.,the plants,p4,
You remove the vegetables from the plants when they are ripe.,when they are ripe,,
You remove the vegetables from the plants when they are ripe.,ripe,,
