p1,p2,p3,p4
air,oxygen,blood,carbon dioxide
SENTENCE,PHRASE,REFERENCE,
You breathe air in.,you,,
You breathe air in.,air,p1,
Air enters bronchial tubes.,air,p1,
Air enters bronchial tubes.,bronchial tubes,,
Air is then split into the bronchioles of each lung.,air,p1,
Air is then split into the bronchioles of each lung.,into the bronchioles of each lung,,
Air is then split into the bronchioles of each lung.,the bronchioles of each lung,,
Bronchioles have alveoli which are tiny air sacs.,bronchioles,,
Bronchioles have alveoli which are tiny air sacs.,alveoli,,
Bronchioles have alveoli which are tiny air sacs.,alveoli,,
Bronchioles have alveoli which are tiny air sacs.,tiny air sacs,,
Alveoli is surrounded by many small blood vessels.,alveoli,,
Alveoli is surrounded by many small blood vessels.,many small blood vessels,,
Oxygen passes through alveoli into blood vessels.,oxygen,p2,
Oxygen passes through alveoli into blood vessels.,into blood vessels,,
Oxygen passes through alveoli into blood vessels.,blood vessels,,
Blood leaves the lungs as it travels through the body.,blood,p3,
Blood leaves the lungs as it travels through the body.,the lungs,,
Blood leaves the lungs as it travels through the body.,as it travels through the body,p3,
Blood leaves the lungs as it travels through the body.,through the body,,
Blood leaves the lungs as it travels through the body.,it,p3,
Blood leaves the lungs as it travels through the body.,the body,,
Blood carries carbon dioxide back to the lungs.,blood,p3,
Blood carries carbon dioxide back to the lungs.,carbon dioxide,p4,
Blood carries carbon dioxide back to the lungs.,back to the lungs,,
Carbon dioxide released when you exhale.,carbon dioxide,p4,
Carbon dioxide released when you exhale.,when you exhale,,
Carbon dioxide released when you exhale.,you,,
