p1,p2,p3,p4,p5
Food,blood sugar,signal,insulin,energy
SENTENCE,PHRASE,REFERENCE,,
A person eats food.,a person,,,
A person eats food.,food,p1,,
The person's blood sugar level rises.,the person 's blood sugar level,p2,,
The pancreas receives a signal to release insulin.,the pancreas,,,
The pancreas receives a signal to release insulin.,a signal,p3,,
The pancreas receives a signal to release insulin.,to release insulin,p4,,
The pancreas receives a signal to release insulin.,the pancreas,,,
The pancreas receives a signal to release insulin.,insulin,p4,,
Insulin is released into the bloodstream.,insulin,p4,,
Insulin is released into the bloodstream.,into the bloodstream,,,
Insulin is released into the bloodstream.,the bloodstream,,,
Insulin signals cells to absorb sugar.,cells,,,
Insulin signals cells to absorb sugar.,sugar,,,
The cells absorb sugar from the bloodstream.,the cells,,,
The cells absorb sugar from the bloodstream.,sugar,,,
The cells absorb sugar from the bloodstream.,from the bloodstream,,,
The cells absorb sugar from the bloodstream.,the bloodstream,,,
The cells use the sugar as energy.,the cells,,,
The cells use the sugar as energy.,the sugar,,,
The cells use the sugar as energy.,as energy,p5,,
The cells use the sugar as energy.,energy,p5,,
