p1,p2,
signal,energy,
SENTENCE,PHRASE,REFERENCE
Muscles work by expanding and contracting.,muscles,
Muscles work by expanding and contracting.,by expanding and contracting,
Muscles work by expanding and contracting.,expanding and contracting,
Muscles work by expanding and contracting.,muscles,
Muscles work by expanding and contracting.,muscles,
A muscle fiber gets a signal from its nerve.,a muscle fiber,
A muscle fiber gets a signal from its nerve.,a signal,p1
A muscle fiber gets a signal from its nerve.,from its nerve,
A muscle fiber gets a signal from its nerve.,its nerve,
Proteins and chemicals release energy to either contract the muscle or relax it.,proteins and chemicals,
Proteins and chemicals release energy to either contract the muscle or relax it.,energy,p2
Proteins and chemicals release energy to either contract the muscle or relax it.,to either contract the muscle or relax it,
Proteins and chemicals release energy to either contract the muscle or relax it.,proteins and chemicals,
Proteins and chemicals release energy to either contract the muscle or relax it.,it,
When the muscles contracts the bones connected to he muscle are pulled closer together.,the bones,
When the muscles contracts the bones connected to he muscle are pulled closer together.,he muscle,
When the muscles contracts the bones connected to he muscle are pulled closer together.,when the muscles contracts,
When the muscles contracts the bones connected to he muscle are pulled closer together.,the bones connected to he muscle,
When the muscles contracts the bones connected to he muscle are pulled closer together.,closer together,
When the muscle relaxes the bones move farther apart.,the muscle,
When the muscle relaxes the bones move farther apart.,the bones,
When the muscle relaxes the bones move farther apart.,when the muscle relaxes,
When the muscle relaxes the bones move farther apart.,the bones,
When the muscle relaxes the bones move farther apart.,farther apart,
